APT,DATE,PHASE,N_VALID,N_VALID_MONTH,"(-INF,-60]","(-60,-55]","(-55,-50]","(-50,-45]","(-45,-40]","(-40,-35]","(-35,-30]","(-30,-25]","(-25,-20]","(-20,-15]","(-15,-10]","(-10,-5]","(-5,0]","(0,5)","[5,10)","[10,15)","[15,20)","[20,25)","[25,30)","[30,35)","[35,40)","[40,45)","[45,50)","[50,55)","[55,60)","[60,INF)"
SBBR,2023-01-24,DEP,54630,4638,0,0,0,0,0,0,0,0,0,1,3,31,47,26,8,7,0,5,0,3,0,1,1,2,0,0
SBBR,2023-01-25,ARR,54573,4684,0,0,0,0,0,0,1,3,9,9,21,21,19,20,15,6,4,6,3,4,0,1,0,0,0,7
SBBR,2023-01-25,DEP,54630,4638,0,0,0,0,0,0,0,0,0,0,1,30,55,16,13,7,10,8,6,2,1,1,1,1,2,3
SBBR,2023-01-26,ARR,54573,4684,0,0,0,0,0,0,1,1,9,14,41,29,20,16,5,3,6,2,2,1,1,0,0,1,0,4
SBBR,2023-01-26,DEP,54630,4638,0,0,0,0,0,0,0,0,0,0,7,26,56,24,11,5,7,3,1,5,4,3,2,0,0,1
SBBR,2023-01-27,ARR,54573,4684,0,0,0,0,0,0,0,3,6,11,29,27,19,20,12,10,5,4,2,5,2,2,0,1,1,1
SBBR,2023-01-27,DEP,54630,4638,0,0,0,0,0,0,0,0,0,2,3,24,42,35,20,8,7,1,1,0,0,5,4,2,1,4
SBBR,2023-01-28,ARR,54573,4684,0,0,0,0,0,0,1,4,7,22,29,24,17,15,7,5,2,4,0,1,1,2,1,0,1,0
SBBR,2023-01-28,DEP,54630,4638,0,0,0,0,0,0,0,0,0,1,1,33,51,17,7,9,5,3,4,2,2,1,2,1,0,1
SBBR,2023-01-29,ARR,54573,4684,0,0,0,0,0,0,2,6,14,13,28,13,13,17,7,4,5,3,0,1,0,2,2,1,0,4
SBBR,2023-01-29,DEP,54630,4638,0,0,0,0,0,0,0,0,0,0,4,22,49,24,8,8,6,4,3,2,1,4,2,0,0,2
SBBR,2023-01-30,ARR,54573,4684,0,0,0,0,0,0,0,0,10,10,29,26,22,17,7,9,6,9,2,1,3,1,2,2,0,7
SBBR,2023-01-30,DEP,54630,4638,0,0,0,0,0,0,0,0,0,0,3,34,40,15,18,15,5,9,3,3,2,3,1,2,1,5
SBBR,2023-01-31,ARR,54573,4684,0,0,0,0,0,0,1,1,3,13,31,29,23,17,17,8,7,4,3,1,1,0,2,1,2,2
SBBR,2023-01-31,DEP,54630,4638,0,0,0,0,0,0,0,1,0,2,5,30,42,27,17,11,9,4,3,2,5,0,0,2,0,3
SBBR,2023-02-01,ARR,54573,4085,0,0,0,0,0,0,0,1,2,8,38,33,30,12,6,9,2,3,5,3,0,0,1,1,0,2
SBBR,2023-02-01,DEP,54630,4106,0,0,0,0,0,0,0,0,0,0,7,39,46,18,19,8,7,4,4,1,3,2,1,0,0,2
SBBR,2023-02-02,ARR,54573,4085,0,0,0,0,0,0,0,3,6,5,34,32,25,18,9,3,7,5,2,1,2,0,3,1,0,4
SBBR,2023-02-02,DEP,54630,4106,0,0,0,0,0,0,0,0,0,0,3,26,55,23,20,12,7,7,3,2,1,2,1,1,0,3
SBBR,2023-02-03,ARR,54573,4085,0,0,0,0,0,0,0,0,2,13,23,34,23,23,8,8,7,3,5,2,2,1,3,2,0,4
SBBR,2023-02-03,DEP,54630,4106,0,0,0,0,0,0,0,0,0,1,4,40,45,17,16,10,6,3,7,3,1,0,2,0,1,3
SBBR,2023-02-04,ARR,54573,4085,0,0,0,0,0,0,2,3,6,17,30,25,11,22,19,1,3,1,1,0,0,0,0,1,0,2
SBBR,2023-02-04,DEP,54630,4106,0,0,0,0,0,0,0,0,0,0,2,33,47,20,9,11,6,7,6,1,3,1,3,0,0,2
SBBR,2023-02-05,ARR,54573,4085,0,0,0,0,0,0,0,2,11,13,32,17,19,11,8,6,4,7,1,2,2,0,1,0,1,5
SBBR,2023-02-05,DEP,54630,4106,0,0,0,0,0,0,0,0,1,0,7,25,44,28,13,5,3,3,4,0,1,1,1,0,0,2
SBBR,2023-02-06,ARR,54573,4085,0,0,0,0,0,0,0,2,6,15,25,26,29,10,11,8,6,5,5,6,1,3,2,0,1,7
SBBR,2023-02-06,DEP,54630,4106,0,0,0,0,0,0,1,0,0,0,3,34,45,24,17,6,6,6,4,4,1,4,3,0,1,5
SBBR,2023-02-07,ARR,54573,4085,0,0,0,0,0,0,0,1,7,11,26,24,34,16,15,6,9,3,0,1,0,1,0,0,0,4
SBBR,2023-02-07,DEP,54630,4106,0,0,0,0,0,0,0,0,0,0,5,26,56,23,12,11,8,4,5,6,1,2,1,1,2,4
SBBR,2023-02-08,ARR,54573,4085,0,0,0,0,0,0,1,1,9,16,30,18,18,11,12,9,4,5,3,4,2,1,2,2,0,6
SBBR,2023-02-08,DEP,54630,4106,0,0,0,0,0,0,0,0,0,0,7,36,44,20,17,4,5,1,4,2,0,1,0,1,0,6
SBBR,2023-02-09,ARR,54573,4085,0,0,0,0,0,1,0,5,9,9,32,29,28,17,11,5,4,6,0,2,3,1,1,0,0,1
SBBR,2023-02-09,DEP,54630,4106,0,0,0,0,0,0,0,0,0,0,8,35,52,26,10,10,6,3,4,3,2,3,2,0,0,3
SBBR,2023-02-10,ARR,54573,4085,0,0,0,0,0,0,1,1,7,6,21,34,29,15,10,6,6,4,4,9,0,1,1,1,2,6
SBBR,2023-02-10,DEP,54630,4106,0,0,0,0,0,0,0,0,0,1,5,29,43,29,11,14,9,5,4,4,2,1,1,3,2,2
SBBR,2023-02-11,ARR,54573,4085,0,0,0,0,0,0,0,4,11,10,26,30,17,11,6,6,7,2,2,3,2,1,1,0,1,2
SBBR,2023-02-11,DEP,54630,4106,0,0,0,0,0,0,0,0,0,1,4,37,45,21,6,8,4,2,4,2,0,0,1,2,0,4
SBBR,2023-02-12,ARR,54573,4085,0,0,0,0,0,0,0,4,9,14,33,22,13,10,5,5,2,2,5,1,2,4,1,1,0,2
SBBR,2023-02-12,DEP,54630,4106,0,0,0,0,0,0,0,0,0,0,5,41,35,20,13,5,6,4,2,2,2,0,0,0,0,1
SBBR,2023-02-13,ARR,54573,4085,0,0,0,0,0,0,0,4,10,14,39,30,18,16,10,6,4,3,4,1,4,1,0,0,1,4
SBBR,2023-02-13,DEP,54630,4106,0,0,0,0,0,0,0,0,0,0,7,42,56,19,16,4,5,4,2,1,3,2,1,1,1,2
SBBR,2023-02-14,ARR,54573,4085,0,0,0,0,0,0,0,2,14,16,28,33,19,14,4,5,8,2,3,2,2,1,1,0,0,2
SBBR,2023-02-14,DEP,54630,4106,0,0,0,0,0,0,0,1,0,0,6,42,49,25,16,7,7,5,2,3,0,0,1,0,0,4
SBBR,2023-02-15,ARR,54573,4085,0,0,0,0,0,0,1,1,6,17,26,17,20,13,2,13,2,6,3,5,2,3,5,0,2,3
SBBR,2023-02-15,DEP,54630,4106,0,0,0,0,0,0,0,0,0,0,10,32,49,15,9,12,2,3,5,1,2,0,1,0,0,2
SBBR,2023-02-16,ARR,54573,4085,0,0,0,0,0,0,0,2,4,8,22,30,19,14,10,8,5,9,4,7,2,3,3,6,2,4
SBBR,2023-02-16,DEP,54630,4106,0,0,0,0,0,0,0,0,0,0,1,23,43,28,13,14,10,4,6,5,0,0,5,0,2,5
SBBR,2023-02-17,ARR,54573,4085,0,0,0,0,0,0,0,2,2,5,21,24,16,16,17,8,8,10,10,2,2,2,3,1,5,9
SBBR,2023-02-17,DEP,54630,4106,0,0,0,0,0,0,0,0,0,0,2,19,38,28,21,3,8,5,5,8,6,5,0,5,1,9
SBBR,2023-02-18,ARR,54573,4085,0,0,0,0,0,0,0,0,5,9,28,22,19,13,9,3,5,3,0,2,3,1,0,1,0,10
SBBR,2023-02-18,DEP,54630,4106,0,0,0,0,0,0,0,0,1,0,2,28,32,13,13,8,10,4,5,4,2,2,3,1,1,5
SBBR,2023-02-19,ARR,54573,4085,0,0,0,0,0,0,2,6,10,15,21,18,6,3,5,1,0,1,0,0,0,0,0,0,0,2
SBBR,2023-02-19,DEP,54630,4106,0,0,0,0,0,0,0,0,0,0,6,30,34,8,1,4,0,0,1,1,0,1,0,1,0,2
SBBR,2023-02-20,ARR,54573,4085,0,0,0,0,0,0,0,3,9,21,28,14,12,4,4,0,3,0,0,2,1,0,0,1,0,2
SBBR,2023-02-20,DEP,54630,4106,0,0,0,0,0,0,0,0,0,0,8,41,39,6,5,0,0,0,1,0,1,0,2,0,0,2
SBBR,2023-02-21,ARR,54573,4085,1,0,0,0,0,0,0,5,12,15,38,26,8,4,4,3,4,1,0,2,2,1,1,0,0,2
SBBR,2023-02-21,DEP,54630,4106,0,0,0,0,0,0,0,0,1,0,9,46,36,11,4,4,2,4,3,1,1,0,0,0,0,3
SBBR,2023-02-22,ARR,54573,4085,0,0,0,0,0,0,0,1,10,10,20,24,11,15,13,4,3,3,2,3,1,1,0,1,1,1
SBBR,2023-02-22,DEP,54630,4106,0,0,0,0,0,0,0,0,0,0,11,57,34,18,6,4,2,1,0,1,0,0,1,1,0,0
SBBR,2023-02-23,ARR,54573,4085,0,0,0,0,0,0,1,2,6,16,27,22,22,8,7,5,6,1,3,1,1,1,1,0,0,0
SBBR,2023-02-23,DEP,54630,4106,0,0,0,0,0,0,0,0,1,0,13,43,46,10,5,3,3,1,0,1,0,1,0,1,0,0
SBBR,2023-02-24,ARR,54573,4085,0,0,0,0,0,0,1,3,6,10,34,32,19,7,5,3,3,2,3,0,1,0,0,1,0,3
SBBR,2023-02-24,DEP,54630,4106,0,0,0,0,0,0,0,0,0,3,7,40,43,15,6,3,2,3,4,1,1,1,0,2,0,5
SBBR,2023-02-25,ARR,54573,4085,1,0,0,0,0,0,1,4,8,15,28,26,15,13,8,3,2,2,0,0,1,1,0,0,0,6
SBBR,2023-02-25,DEP,54630,4106,1,0,0,0,0,0,0,0,0,1,17,39,47,12,3,2,0,1,0,1,0,0,0,0,0,2
SBBR,2023-02-26,ARR,54573,4085,0,0,0,0,0,1,0,5,11,13,33,13,16,12,8,5,6,2,0,0,0,1,0,1,1,2
SBBR,2023-02-26,DEP,54630,4106,0,0,0,0,0,0,0,0,0,0,7,45,45,23,9,3,3,1,0,0,0,0,1,1,0,1
SBBR,2023-02-27,ARR,54573,4085,0,0,0,0,0,0,0,4,14,17,44,26,15,14,9,6,4,1,2,0,1,0,3,1,1,3
SBBR,2023-02-27,DEP,54630,4106,0,0,0,0,0,0,0,0,0,0,14,52,57,21,4,2,2,1,0,0,1,3,0,1,2,2
SBBR,2023-02-28,ARR,54573,4085,0,0,0,0,0,0,0,5,11,18,32,33,22,15,10,4,5,3,1,1,0,3,0,0,0,3
SBBR,2023-02-28,DEP,54630,4106,0,0,0,0,0,0,0,0,0,1,4,44,51,19,14,11,7,6,1,1,4,0,0,0,0,1
SBBR,2023-03-01,ARR,54573,4673,0,0,0,0,0,0,0,2,7,14,25,28,16,17,9,8,5,3,3,2,2,1,1,1,2,6
SBBR,2023-03-01,DEP,54630,4691,0,0,0,0,0,0,0,0,0,1,2,44,45,18,14,9,4,3,4,2,1,3,0,1,0,6
SBBR,2023-03-02,ARR,54573,4673,0,0,0,0,0,1,1,3,6,25,36,26,16,14,10,6,3,6,3,1,2,0,0,1,0,1
SBBR,2023-03-02,DEP,54630,4691,0,0,0,0,0,0,0,0,0,0,5,37,60,20,13,6,4,6,2,2,0,1,0,1,1,2
SBBR,2023-03-03,ARR,54573,4673,0,0,0,0,1,0,0,3,6,17,30,35,16,15,12,7,6,6,1,4,0,2,1,0,0,4
SBBR,2023-03-03,DEP,54630,4691,0,0,0,0,0,0,0,0,0,1,6,33,55,22,14,12,4,2,2,1,1,1,1,0,1,8
SBBR,2023-03-04,ARR,54573,4673,0,0,0,0,0,0,2,4,10,15,39,22,16,8,2,3,3,0,0,1,0,4,0,1,0,1
SBBR,2023-03-04,DEP,54630,4691,0,0,0,0,0,0,0,0,0,0,7,48,42,14,13,5,2,1,0,3,1,1,1,0,0,2
SBBR,2023-03-05,ARR,54573,4673,0,0,0,0,0,1,3,2,10,20,29,20,15,8,4,5,5,1,1,1,0,1,0,0,0,1
SBBR,2023-03-05,DEP,54630,4691,0,0,0,0,0,0,0,0,0,1,6,38,46,22,3,0,1,1,1,0,0,0,2,0,0,1
SBBR,2023-03-06,ARR,54573,4673,0,0,0,0,0,0,0,3,8,11,27,27,19,12,11,9,11,4,2,5,4,0,1,0,0,4
SBBR,2023-03-06,DEP,54630,4691,0,0,0,0,0,0,0,0,0,1,11,44,45,17,11,6,12,3,1,2,0,2,0,1,0,1
SBBR,2023-03-07,ARR,54573,4673,0,0,0,0,0,0,1,2,6,12,35,29,24,18,4,9,3,3,1,3,1,1,1,1,0,3
SBBR,2023-03-07,DEP,54630,4691,0,0,0,0,0,0,0,0,0,1,14,48,43,22,10,5,3,2,1,5,1,1,3,0,1,3
SBBR,2023-03-08,ARR,54573,4673,0,0,0,0,0,1,0,0,9,21,35,28,13,12,6,7,1,4,0,1,0,0,0,2,0,3
SBBR,2023-03-08,DEP,54630,4691,0,0,0,0,0,0,0,0,0,0,8,35,51,22,14,5,0,2,1,0,0,0,0,0,1,1
SBBR,2023-03-09,ARR,54573,4673,0,0,1,0,0,1,0,5,9,7,28,22,34,16,11,8,4,2,3,0,0,1,0,0,1,6
SBBR,2023-03-09,DEP,54630,4691,0,0,0,0,0,0,0,0,0,0,6,25,50,29,17,5,8,7,3,3,1,1,1,0,0,3
SBBR,2023-03-10,ARR,54573,4673,0,0,0,0,0,0,1,2,10,19,27,23,16,19,7,16,7,2,1,4,0,1,1,1,2,2
SBBR,2023-03-10,DEP,54630,4691,0,0,0,0,0,0,0,0,0,1,1,25,53,28,20,6,8,4,4,1,4,0,3,1,0,3
SBBR,2023-03-11,ARR,54573,4673,0,0,0,0,0,0,1,1,8,17,31,28,16,8,4,3,0,1,4,2,1,1,2,0,1,4
SBBR,2023-03-11,DEP,54630,4691,0,0,0,0,0,0,0,0,0,0,6,41,49,14,7,1,2,2,0,0,0,1,0,1,5,10
SBBR,2023-03-12,ARR,54573,4673,0,0,0,0,0,1,1,4,12,12,29,21,10,9,10,5,5,1,1,1,1,1,1,0,0,3
SBBR,2023-03-12,DEP,54630,4691,0,0,0,0,0,0,0,0,0,1,12,35,46,15,3,2,3,1,2,0,1,0,0,0,1,2
SBBR,2023-03-13,ARR,54573,4673,0,0,0,0,0,0,1,2,4,11,25,20,22,21,14,5,5,5,6,2,3,2,2,1,1,5
SBBR,2023-03-13,DEP,54630,4691,0,0,0,0,0,0,0,0,0,0,7,39,48,26,11,7,3,3,1,1,1,3,0,0,2,5
SBBR,2023-03-14,ARR,54573,4673,0,0,0,0,0,0,0,1,10,16,35,21,23,14,8,9,5,3,0,1,3,0,1,0,0,9
SBBR,2023-03-14,DEP,54630,4691,0,0,0,0,0,0,0,1,0,1,8,36,56,23,4,8,3,2,2,1,4,1,3,1,1,4
SBBR,2023-03-15,ARR,54573,4673,0,0,0,0,0,0,0,2,8,16,25,25,24,14,11,11,3,2,1,0,3,0,1,0,1,3
SBBR,2023-03-15,DEP,54630,4691,0,0,0,0,0,0,0,0,0,0,9,36,48,25,9,7,4,4,1,0,1,2,0,2,0,1
SBBR,2023-03-16,ARR,54573,4673,0,0,0,0,0,0,0,0,4,13,31,26,21,16,18,5,8,5,1,1,0,3,3,0,0,1
SBBR,2023-03-16,DEP,54630,4691,0,0,0,0,0,0,0,0,0,0,5,16,41,25,25,8,15,10,6,0,0,1,1,3,0,2
SBBR,2023-03-17,ARR,54573,4673,0,0,0,0,0,0,0,2,7,13,28,39,23,23,7,8,5,6,1,3,1,0,1,0,0,2
SBBR,2023-03-17,DEP,54630,4691,0,0,0,0,0,0,0,0,0,1,6,29,54,34,10,9,6,7,0,3,4,0,1,1,0,1
SBBR,2023-03-18,ARR,54573,4673,0,0,0,0,0,0,1,3,13,13,35,21,12,13,8,1,1,1,1,1,0,0,1,0,0,3
SBBR,2023-03-18,DEP,54630,4691,0,0,0,0,0,0,0,0,0,0,4,56,36,15,6,6,7,2,1,2,1,1,0,2,1,0
SBBR,2023-03-19,ARR,54573,4673,0,0,0,0,0,0,0,1,11,18,33,21,11,10,8,10,2,1,1,1,1,0,0,0,0,0
SBBR,2023-03-19,DEP,54630,4691,0,0,0,0,0,0,0,0,1,0,8,37,40,15,10,6,2,1,1,2,0,0,0,0,0,0
SBBR,2023-03-20,ARR,54573,4673,0,0,0,0,0,0,1,2,9,12,22,35,24,12,8,5,4,6,5,4,1,6,1,1,0,2
SBBR,2023-03-20,DEP,54630,4691,0,0,0,0,0,0,0,0,0,0,8,39,60,17,6,10,5,2,1,2,1,4,2,0,0,0
SBBR,2023-03-21,ARR,54573,4673,0,0,0,0,0,0,0,6,9,12,35,27,21,14,6,5,5,8,2,0,1,0,0,0,0,1
SBBR,2023-03-21,DEP,54630,4691,0,0,0,0,0,0,0,1,0,0,10,44,47,20,8,7,5,3,1,2,1,1,1,2,0,3
SBBR,2023-03-22,ARR,54573,4673,0,0,0,0,0,0,3,2,12,18,46,29,16,11,4,5,1,0,0,0,0,1,0,0,0,2
SBBR,2023-03-22,DEP,54630,4691,0,0,0,1,0,0,0,0,0,0,6,50,60,21,8,3,4,1,0,0,0,0,0,0,0,0
SBBR,2023-03-23,ARR,54573,4673,0,0,0,0,0,0,1,4,5,17,33,30,26,13,12,5,2,2,3,0,0,0,0,0,0,1
SBBR,2023-03-23,DEP,54630,4691,0,0,0,0,0,0,0,0,0,0,9,43,54,16,15,8,4,0,1,0,0,0,0,0,1,0
SBBR,2023-03-24,ARR,54573,4673,0,0,0,0,0,0,1,2,6,22,33,30,28,16,5,2,4,2,3,2,3,0,2,1,0,0
SBBR,2023-03-24,DEP,54630,4691,0,0,0,0,0,0,0,0,0,0,9,30,64,34,4,5,1,2,3,3,3,0,0,0,1,1
SBBR,2023-03-25,ARR,54573,4673,1,0,0,0,0,1,2,5,8,24,23,32,15,9,3,0,1,1,1,0,0,0,0,2,0,3
SBBR,2023-03-25,DEP,54630,4691,0,0,0,0,0,0,0,0,0,0,6,38,35,22,8,4,5,3,1,2,4,1,2,0,1,6
SBBR,2023-03-26,ARR,54573,4673,0,0,0,0,0,0,0,4,13,16,34,18,17,9,8,3,2,1,3,0,1,1,0,0,1,0
SBBR,2023-03-26,DEP,54630,4691,0,0,0,0,0,0,0,0,0,0,4,39,54,12,4,3,0,1,1,1,1,1,1,0,0,4
SBBR,2023-03-27,ARR,54573,4673,0,0,0,0,0,1,1,1,6,9,27,24,22,14,11,13,8,4,3,4,2,2,2,1,2,3
SBBR,2023-03-27,DEP,54630,4691,0,0,0,0,0,0,0,0,0,1,9,42,44,21,10,11,2,3,4,1,3,1,2,0,2,3
SBBR,2023-03-28,ARR,54573,4673,0,0,0,0,0,0,1,3,6,8,23,31,17,19,17,11,9,4,7,3,3,1,1,0,0,2
SBBR,2023-03-28,DEP,54630,4691,0,0,0,0,0,1,0,0,0,0,8,42,40,31,14,9,8,5,3,2,1,1,2,0,0,2
SBBR,2023-03-29,ARR,54573,4673,0,0,0,0,1,0,2,1,5,14,37,19,21,13,13,12,5,3,0,6,1,1,1,2,0,4
SBBR,2023-03-29,DEP,54630,4691,0,0,1,0,0,0,0,0,0,0,9,50,47,20,11,7,4,2,6,0,1,0,0,0,0,2
SBBR,2023-03-30,ARR,54573,4673,0,0,0,0,0,0,1,2,7,13,33,33,23,11,8,8,5,5,2,2,3,0,0,0,1,5
SBBR,2023-03-30,DEP,54630,4691,0,0,1,0,0,0,0,0,0,0,3,22,44,33,18,15,11,2,2,2,2,1,2,0,1,3
SBBR,2023-03-31,ARR,54573,4673,0,0,0,0,0,0,1,1,7,9,18,28,29,14,9,10,8,3,8,1,2,0,1,2,0,9
SBBR,2023-03-31,DEP,54630,4691,1,0,0,0,0,0,1,0,0,0,3,24,49,26,15,15,4,6,3,2,0,0,0,1,0,10
SBBR,2023-04-01,ARR,54573,4557,0,0,0,0,0,1,3,3,9,14,34,21,19,8,6,6,1,4,2,1,2,1,0,1,2,4
SBBR,2023-04-01,DEP,54630,4566,0,0,0,0,0,0,0,0,0,1,7,28,43,13,17,8,4,3,3,5,2,4,1,2,0,4
SBBR,2023-04-02,ARR,54573,4557,0,0,0,0,0,0,0,2,14,19,19,17,22,7,14,1,5,7,1,1,1,0,0,0,0,0
